feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance,model,model_short,fingerprint,protocol,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,importance,raw_importance,abs_importance,rank,raw_weight,abs_weight,normalized_abs_importance,direction,rank_abs_weight,top_k
345,ecfp4_bit_345,0.0229487351585835,3.0,True,0.0229487351585835,10.0,Decision Tree,dt,ecfp4,Random shuffle,1,0.9932231601509093,0.9931973242321421,0.9925,0.5623,0.0229487351585835,0.0229487351585835,0.0229487351585835,10,,,,,,10
161,ecfp4_bit_161,0.2078321047727339,0.0,True,0.2078321047727339,1.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.2078321047727339,0.2078321047727339,0.2078321047727339,1,,,,,,10
927,ecfp4_bit_927,0.1662096049865387,1.0,True,0.1662096049865387,2.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.1662096049865387,0.1662096049865387,0.1662096049865387,2,,,,,,10
350,ecfp4_bit_350,0.1260087469571412,2.0,True,0.1260087469571412,3.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.1260087469571412,0.1260087469571412,0.1260087469571412,3,,,,,,10
159,ecfp4_bit_159,0.0995973179736497,3.0,True,0.0995973179736497,4.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0995973179736497,0.0995973179736497,0.0995973179736497,4,,,,,,10
602,ecfp4_bit_602,0.0954219667163035,3.0,True,0.0954219667163035,5.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0954219667163035,0.0954219667163035,0.0954219667163035,5,,,,,,10
80,ecfp4_bit_80,0.0692299924836127,4.0,True,0.0692299924836127,6.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0692299924836127,0.0692299924836127,0.0692299924836127,6,,,,,,10
792,ecfp4_bit_792,0.065928016279504,2.0,True,0.065928016279504,7.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.065928016279504,0.065928016279504,0.065928016279504,7,,,,,,10
899,ecfp4_bit_899,0.060376181884729,3.0,True,0.0603761818847291,8.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0603761818847291,0.060376181884729,0.060376181884729,8,,,,,,10
904,ecfp4_bit_904,0.0569588012682952,4.0,True,0.0569588012682952,9.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0569588012682952,0.0569588012682952,0.0569588012682952,9,,,,,,10
699,ecfp4_bit_699,0.0524372666774917,1.0,True,0.0524372666774917,10.0,Decision Tree,dt,ecfp4,Random shuffle,2,0.4045278875713658,0.6710429900349548,0.5802,0.7389,0.0524372666774917,0.0524372666774917,0.0524372666774917,10,,,,,,10
388,ecfp4_bit_388,0.2179411195763369,2.0,True,0.2179411195763369,1.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.2179411195763369,0.2179411195763369,0.2179411195763369,1,,,,,,10
80,ecfp4_bit_80,0.1112763277720837,0.0,True,0.1112763277720837,2.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.1112763277720837,0.1112763277720837,0.1112763277720837,2,,,,,,10
980,ecfp4_bit_980,0.0949289686978857,13.0,True,0.0949289686978857,3.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0949289686978857,0.0949289686978857,0.0949289686978857,3,,,,,,10
456,ecfp4_bit_456,0.051158284420884,12.0,True,0.051158284420884,4.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.051158284420884,0.051158284420884,0.051158284420884,4,,,,,,10
773,ecfp4_bit_773,0.0506506663034145,4.0,True,0.0506506663034145,5.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0506506663034145,0.0506506663034145,0.0506506663034145,5,,,,,,10
955,ecfp4_bit_955,0.0499897046469245,6.0,True,0.0499897046469245,6.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0499897046469245,0.0499897046469245,0.0499897046469245,6,,,,,,10
516,ecfp4_bit_516,0.0411041497122336,1.0,True,0.0411041497122336,7.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0411041497122336,0.0411041497122336,0.0411041497122336,7,,,,,,10
749,ecfp4_bit_749,0.0344413543598908,3.0,True,0.0344413543598908,8.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0344413543598908,0.0344413543598908,0.0344413543598908,8,,,,,,10
693,ecfp4_bit_693,0.0315279685688746,9.0,True,0.0315279685688746,9.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0315279685688746,0.0315279685688746,0.0315279685688746,9,,,,,,10
563,ecfp4_bit_563,0.0307509919438889,10.0,True,0.0307509919438889,10.0,Decision Tree,dt,ecfp4,Random shuffle,3,0.9707582912011613,0.9833750724903667,0.9797,0.6454,0.0307509919438889,0.0307509919438889,0.0307509919438889,10,,,,,,10
117,maccs_bit_117,0.1213758483696146,0.0,True,0.1213758483696146,1.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.1213758483696146,0.1213758483696146,0.1213758483696146,1,,,,,,10
46,maccs_bit_46,0.0413933984505433,2.0,True,0.0413933984505433,2.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0413933984505433,0.0413933984505433,0.0413933984505433,2,,,,,,10
77,maccs_bit_77,0.0339205068759154,1.0,True,0.0339205068759154,3.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0339205068759154,0.0339205068759154,0.0339205068759154,3,,,,,,10
79,maccs_bit_79,0.0280465553411669,2.0,True,0.0280465553411669,4.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0280465553411669,0.0280465553411669,0.0280465553411669,4,,,,,,10
89,maccs_bit_89,0.0263288617788252,1.0,True,0.0263288617788252,5.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0263288617788252,0.0263288617788252,0.0263288617788252,5,,,,,,10
144,maccs_bit_144,0.0247414851800917,3.0,True,0.0247414851800917,6.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0247414851800917,0.0247414851800917,0.0247414851800917,6,,,,,,10
36,maccs_bit_36,0.0237942878125569,2.0,True,0.0237942878125569,7.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0237942878125569,0.0237942878125569,0.0237942878125569,7,,,,,,10
42,maccs_bit_42,0.0232134512567222,4.0,True,0.0232134512567222,8.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0232134512567222,0.0232134512567222,0.0232134512567222,8,,,,,,10
103,maccs_bit_103,0.019447265876331,3.0,True,0.019447265876331,9.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.019447265876331,0.019447265876331,0.019447265876331,9,,,,,,10
112,maccs_bit_112,0.0188444237089816,3.0,True,0.0188444237089816,10.0,Decision Tree,dt,maccs,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,0.0188444237089816,0.0188444237089816,0.0188444237089816,10,,,,,,10
117,maccs_bit_117,0.1730414561202791,0.0,True,0.1730414561202791,1.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.1730414561202791,0.1730414561202791,0.1730414561202791,1,,,,,,10
77,maccs_bit_77,0.0662613188223296,1.0,True,0.0662613188223296,2.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0662613188223296,0.0662613188223296,0.0662613188223296,2,,,,,,10
144,maccs_bit_144,0.0458268233430813,2.0,True,0.0458268233430813,3.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0458268233430813,0.0458268233430813,0.0458268233430813,3,,,,,,10
89,maccs_bit_89,0.0382214591185078,1.0,True,0.0382214591185078,4.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0382214591185078,0.0382214591185078,0.0382214591185078,4,,,,,,10
52,maccs_bit_52,0.0324743023515081,6.0,True,0.0324743023515081,5.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0324743023515081,0.0324743023515081,0.0324743023515081,5,,,,,,10
119,maccs_bit_119,0.0264684182395729,4.0,True,0.0264684182395729,6.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0264684182395729,0.0264684182395729,0.0264684182395729,6,,,,,,10
62,maccs_bit_62,0.0251569521099712,4.0,True,0.0251569521099712,7.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0251569521099712,0.0251569521099712,0.0251569521099712,7,,,,,,10
135,maccs_bit_135,0.0249805919524021,2.0,True,0.0249805919524021,8.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0249805919524021,0.0249805919524021,0.0249805919524021,8,,,,,,10
148,maccs_bit_148,0.0239849438717586,3.0,True,0.0239849438717586,9.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0239849438717586,0.0239849438717586,0.0239849438717586,9,,,,,,10
82,maccs_bit_82,0.0222983241676874,2.0,True,0.0222983241676874,10.0,Decision Tree,dt,maccs,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,0.0222983241676874,0.0222983241676874,0.0222983241676874,10,,,,,,10
77,maccs_bit_77,0.0574562551431834,1.0,True,0.0574562551431834,1.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0574562551431834,0.0574562551431834,0.0574562551431834,1,,,,,,10
37,maccs_bit_37,0.0373751424479844,2.0,True,0.0373751424479844,2.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0373751424479844,0.0373751424479844,0.0373751424479844,2,,,,,,10
90,maccs_bit_90,0.0350784789993094,0.0,True,0.0350784789993095,3.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0350784789993095,0.0350784789993094,0.0350784789993094,3,,,,,,10
52,maccs_bit_52,0.0300999701397348,4.0,True,0.0300999701397348,4.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0300999701397348,0.0300999701397348,0.0300999701397348,4,,,,,,10
89,maccs_bit_89,0.0292348435800524,3.0,True,0.0292348435800524,5.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0292348435800524,0.0292348435800524,0.0292348435800524,5,,,,,,10
99,maccs_bit_99,0.0249628559811494,2.0,True,0.0249628559811494,6.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0249628559811494,0.0249628559811494,0.0249628559811494,6,,,,,,10
148,maccs_bit_148,0.0248552149518906,4.0,True,0.0248552149518906,7.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0248552149518906,0.0248552149518906,0.0248552149518906,7,,,,,,10
80,maccs_bit_80,0.0220580493596411,3.0,True,0.0220580493596411,8.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0220580493596411,0.0220580493596411,0.0220580493596411,8,,,,,,10
103,maccs_bit_103,0.0204436010228068,5.0,True,0.0204436010228068,9.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0204436010228068,0.0204436010228068,0.0204436010228068,9,,,,,,10
136,maccs_bit_136,0.0186605363489266,1.0,True,0.0186605363489266,10.0,Decision Tree,dt,maccs,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,0.0186605363489266,0.0186605363489266,0.0186605363489266,10,,,,,,10
53,maccs_bit_53,0.1703958836648823,1.0,True,0.1703958836648823,1.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.1703958836648823,0.1703958836648823,0.1703958836648823,1,,,,,,10
136,maccs_bit_136,0.1607143350593918,0.0,True,0.1607143350593918,2.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.1607143350593918,0.1607143350593918,0.1607143350593918,2,,,,,,10
155,maccs_bit_155,0.1208950319726736,4.0,True,0.1208950319726736,3.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.1208950319726736,0.1208950319726736,0.1208950319726736,3,,,,,,10
124,maccs_bit_124,0.1071937940320639,8.0,True,0.1071937940320639,4.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.1071937940320639,0.1071937940320639,0.1071937940320639,4,,,,,,10
83,maccs_bit_83,0.0902639622651266,3.0,True,0.0902639622651266,5.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0902639622651266,0.0902639622651266,0.0902639622651266,5,,,,,,10
47,maccs_bit_47,0.0545155388624041,1.0,True,0.0545155388624041,6.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0545155388624041,0.0545155388624041,0.0545155388624041,6,,,,,,10
11,maccs_bit_11,0.0474302434377412,2.0,True,0.0474302434377412,7.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0474302434377412,0.0474302434377412,0.0474302434377412,7,,,,,,10
132,maccs_bit_132,0.0374337448081685,5.0,True,0.0374337448081685,8.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0374337448081685,0.0374337448081685,0.0374337448081685,8,,,,,,10
131,maccs_bit_131,0.0295167939653697,8.0,True,0.0295167939653697,9.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0295167939653697,0.0295167939653697,0.0295167939653697,9,,,,,,10
79,maccs_bit_79,0.0257298434768011,2.0,True,0.0257298434768011,10.0,Decision Tree,dt,maccs,Random shuffle,1,0.9692461222145623,0.9828484326144629,0.9769,0.5277,0.0257298434768011,0.0257298434768011,0.0257298434768011,10,,,,,,10
33,maccs_bit_33,0.154980869350532,0.0,True,0.154980869350532,1.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.154980869350532,0.154980869350532,0.154980869350532,1,,,,,,10
113,maccs_bit_113,0.1265459462975008,2.0,True,0.1265459462975008,2.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.1265459462975008,0.1265459462975008,0.1265459462975008,2,,,,,,10
140,maccs_bit_140,0.087736029833939,6.0,True,0.087736029833939,3.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.087736029833939,0.087736029833939,0.087736029833939,3,,,,,,10
42,maccs_bit_42,0.0735788424125298,4.0,True,0.0735788424125298,4.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.0735788424125298,0.0735788424125298,0.0735788424125298,4,,,,,,10
104,maccs_bit_104,0.0718475755322349,2.0,True,0.0718475755322349,5.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.0718475755322349,0.0718475755322349,0.0718475755322349,5,,,,,,10
16,maccs_bit_16,0.0647170976633838,2.0,True,0.0647170976633838,6.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.0647170976633838,0.0647170976633838,0.0647170976633838,6,,,,,,10
114,maccs_bit_114,0.0572845658921079,7.0,True,0.0572845658921079,7.0,Decision Tree,dt,maccs,Random shuffle,2,0.4104915776364947,0.5405445264268808,0.4747,0.7257,0.0572845658921079,0.0572845658921079,0.0572845658921079,7,,,,,,10
