dataset,dataset_label,model,model_short,fingerprint,protocol,inner_pr_auc_mean,inner_pr_auc_std,test_pr_auc_mean,test_pr_auc_std,inner_test_gap_mean,inner_test_gap_std,train_test_gap_mean,train_test_gap_std,l2_norm_mean,l2_norm_std,l1_norm_mean,l1_norm_std,n_nonzero_coefficients_mean,n_nonzero_coefficients_std,sparsity_mean,sparsity_std,approx_margin_mean,approx_margin_std,effective_depth_mean,effective_depth_std,n_nodes_mean,n_nodes_std,n_leaves_mean,n_leaves_std,n_features_used_mean,n_features_used_std,feature_min_depth_mean_mean,feature_min_depth_mean_std,model_order,fingerprint_order,protocol_order,dataset_order
drd2,DRD2,Linear SVM,SVM,ECFP4,OOD holdout,0.7376815508338447,0.10016691804504457,0.7532333333333333,0.10896074216585225,-0.015551782499488557,0.2039215921223212,0.18990000000000004,0.14988458893428633,22.075379081662916,36.08510814371423,549.1599906068521,900.1436157756003,999.6666666666666,15.04437879519567,0.023763020833333332,0.01469177616718328,1.155497509936385,1.6028687612879147,,,,,,,,,,,2,0,0,0
drd2,DRD2,Linear SVM,SVM,ECFP4,Random shuffle,0.9056105983946751,0.025473673778149578,0.7677999999999999,0.10472062834036096,0.1378105983946751,0.13019165390062143,0.2098,0.10962476909895873,7.246408344201346,1.8577228344468906,181.50364215098134,46.90145381967739,1005.3333333333334,1.527525231651959,0.018229166666666668,0.0014917238590351038,0.14347670877752375,0.032049336456669124,,,,,,,,,,,2,0,1,0
drd2,DRD2,Linear SVM,SVM,MACCS,OOD holdout,0.7458904485088079,0.05542587052947665,0.7393666666666667,0.07835893907738495,0.006523781842141234,0.13376863097501968,0.1592333333333333,0.08470031483609333,12.442291224799256,5.883497636875915,100.70870061514228,41.472555496503894,146.0,2.6457513110645907,0.12574850299401197,0.015842822221943675,0.10108988848006968,0.0657298318513017,,,,,,,,,,,2,1,0,0
drd2,DRD2,Linear SVM,SVM,MACCS,Random shuffle,0.8531144542868212,0.0197885970438942,0.7417666666666666,0.07454262762563003,0.11134778762015447,0.09212794159578523,0.16279999999999997,0.09231689986129306,14.39292308647122,1.5305271847951292,116.44556567155301,10.447334731277017,145.66666666666666,2.5166114784235796,0.12774451097804393,0.015069529810919665,0.07000548787176229,0.007446381068334051,,,,,,,,,,,2,1,1,0
hiv,HIV,Decision Tree,DT,ECFP4,OOD holdout,0.09432122894367416,0.015922414996143983,0.04666666666666667,0.02532238798639128,0.04765456227700748,0.0313708901967198,0.2523,0.20692392321817216,,,,,,,,,,,11.0,6.928203230275509,261.6666666666667,216.30842178087596,131.33333333333334,108.15421089043798,108.66666666666667,89.23190759662899,6.216420361247948,4.151054761366122,0,0,0,1
hiv,HIV,Decision Tree,DT,ECFP4,Random shuffle,0.30723503529600277,0.04807832627420272,0.05593333333333333,0.03330260250090574,0.2513017019626695,0.0790709441675927,0.35336666666666666,0.11079523154600714,,,,,,,,,,,11.0,3.605551275463989,268.3333333333333,168.63372537346535,134.66666666666666,84.31686268673268,111.66666666666667,55.71654452075554,6.475105485232068,1.8073229298113571,0,0,1,1
hiv,HIV,Decision Tree,DT,MACCS,OOD holdout,0.1794338220699275,0.0498814666763054,0.07776666666666666,0.06264473907147618,0.10166715540326084,0.11131739131773612,0.2668,0.15148874545655197,,,,,,,,,,,11.0,3.605551275463989,374.3333333333333,185.0549467950893,187.66666666666666,92.52747339754465,98.0,24.331050121192877,6.149677223361434,1.3141139186386697,0,1,0,1
hiv,HIV,Decision Tree,DT,MACCS,Random shuffle,0.30183850737232626,0.03946667032794986,0.06233333333333333,0.033351511709866055,0.23950517403899294,0.0727931525499752,0.45216666666666666,0.01356330834764635,,,,,,,,,,,13.333333333333334,2.886751345948129,768.3333333333334,210.79215671683173,384.6666666666667,105.39607835841586,132.66666666666666,10.115993936995675,6.569546518731834,0.7534603210761902,0,1,1,1
hiv,HIV,Logistic Regression,LR,ECFP4,OOD holdout,0.12846400696859225,0.03275308381210923,0.057666666666666665,0.02408844813044903,0.07079734030192558,0.05577917135743718,0.39576666666666666,0.08931172002225314,9.225545356329908,6.04217244991437,195.9071173070688,189.15311093801762,701.0,516.7562287965187,0.3154296875,0.5046447546841003,0.15969851509168012,0.12615621639273433,,,,,,,,,,,1,0,0,1
hiv,HIV,Logistic Regression,LR,ECFP4,Random shuffle,0.40948726909708016,0.07610533863994537,0.07136666666666668,0.03754681522224399,0.33812060243041353,0.11306337010602244,0.5283666666666667,0.09439969985827985,5.922638565787455,0.43236084125157026,148.28090242793837,11.000228920060172,1024.0,0.0,0.0,0.0,0.16946046533510986,0.012681393599100962,,,,,,,,,,,1,0,1,1
hiv,HIV,Logistic Regression,LR,MACCS,OOD holdout,0.17530824783159482,0.06368727433722553,0.11286666666666667,0.07750356981025669,0.06244158116492815,0.13757452513031954,0.11526666666666667,0.12229784680579349,10.831128416475003,11.525843769351443,84.70750742362789,92.23077393790166,124.33333333333333,62.740205078827515,0.25548902195608786,0.3756898507714222,0.2405948246214066,0.25809240303727127,,,,,,,,,,,1,1,0,1
hiv,HIV,Logistic Regression,LR,MACCS,Random shuffle,0.3072114618080785,0.04582465522369148,0.09976666666666667,0.05883717645616022,0.20744479514141181,0.10291928899010505,0.2631333333333334,0.09131650088200563,5.048939056691492,1.9273140941685043,49.28443559602206,18.738189625313936,163.33333333333334,0.5773502691896278,0.021956087824351284,0.003457187240656405,0.22604572637756068,0.11009246388177084,,,,,,,,,,,1,1,1,1
hiv,HIV,Logistic Regression,LR,RDKit desc,OOD holdout,0.17206213677547053,0.04764507564677577,0.08850000000000001,0.047301268481933965,0.08356213677547049,0.022093280466462663,0.3353333333333333,0.11518686267684058,2.8308188863508605,2.2527577018671683,30.499012762869224,23.568778258217126,214.33333333333334,1.1547005383792495,0.012288786482334854,0.005321200637692445,0.5338007239704387,0.37115192811504155,,,,,,,,,,,1,2,0,1
hiv,HIV,Logistic Regression,LR,RDKit desc,Random shuffle,0.3502056893028582,0.07782945205054034,0.11376666666666667,0.06648137583814986,0.23643902263619157,0.1420631209759633,0.31826666666666664,0.1277153214510042,2.842859126315497,1.2620975999721595,26.428680110732092,13.411321643497809,170.0,28.583211855912904,0.21658986175115205,0.1317198703037461,0.42642120872723016,0.2527264785630571,,,,,,,,,,,1,2,1,1
hiv,HIV,Linear SVM,SVM,ECFP4,OOD holdout,0.09821349546275825,0.017833700330294345,0.053233333333333334,0.01982178935750588,0.044980162129424905,0.02945224299693888,0.5505666666666668,0.033771338933085454,5.0835464436688556,1.8464311711394836,128.07456435261702,47.27741620821946,1024.0,0.0,0.0,0.0,0.2132193889955094,0.06906859877417863,,,,,,,,,,,2,0,0,1
hiv,HIV,Linear SVM,SVM,ECFP4,Random shuffle,0.3739949667159894,0.08271803946807635,0.05776666666666667,0.02926317367158479,0.31622830004932273,0.10944226044970122,0.5297666666666667,0.11126550828236631,2.660448213805697,1.6279015194984412,66.9564674957658,42.250640091241024,1024.0,0.0,0.0,0.0,0.5573766160195653,0.46245602535575114,,,,,,,,,,,2,0,1,1
hiv,HIV,Linear SVM,SVM,MACCS,OOD holdout,0.1629549439230761,0.05802153168989671,0.10343333333333334,0.05317276871983754,0.05952161058974276,0.09307454766518815,0.14253333333333332,0.08705000478652102,2.6189235599791765,2.5806404339465665,24.96128634523595,24.166646002327237,163.33333333333334,0.5773502691896278,0.021956087824351284,0.003457187240656405,43.122143721721336,74.19920797417073,,,,,,,,,,,2,1,0,1
hiv,HIV,Linear SVM,SVM,MACCS,Random shuffle,0.2321095378934772,0.07594724052111032,0.10373333333333334,0.052120757221411636,0.12837620456014384,0.1273084406957623,0.14956666666666665,0.09358404422407343,2.1650498228753565,3.7381428219034203,19.563478428244636,33.82269945389037,163.33333333333334,0.5773502691896278,0.021956087824351284,0.003457187240656405,97.6472976202037,84.45313404092236,,,,,,,,,,,2,1,1,1
kdr,KDR,Decision Tree,DT,ECFP4,OOD holdout,0.8502903680806804,0.05925447302952828,0.9423,0.031077162032592434,-0.09200963191931966,0.0582977324870948,-0.10123333333333336,0.24797020654371632,,,,,,,,,,,20.0,0.0,625.0,329.2962192312569,313.0,164.64810961562844,243.33333333333334,104.96348571447756,10.696630447372875,1.4063856437653208,0,0,0,2
kdr,KDR,Decision Tree,DT,ECFP4,Random shuffle,0.7460878560579137,0.3826667438315232,0.6122333333333333,0.10411418411212442,0.13385452272458043,0.47974781783131043,0.22493333333333335,0.3202255663330668,,,,,,,,,,,9.0,1.7320508075688772,54.333333333333336,22.479620400116488,27.666666666666668,11.239810200058244,26.333333333333332,10.692676621563626,4.694659442724459,1.1490575454147702,0,0,1,2
kdr,KDR,Decision Tree,DT,MACCS,OOD holdout,0.8503250306969142,0.03309714048058555,0.9456333333333333,0.008938866445659279,-0.09530830263641905,0.036851748486423405,-0.09443333333333333,0.24807217363770032,,,,,,,,,,,15.0,5.0,657.0,326.0184043884639,329.0,163.00920219423196,104.0,14.422205101855956,6.19828502415459,0.21803166956590833,0,1,0,2
kdr,KDR,Decision Tree,DT,MACCS,Random shuffle,0.7299619601678158,0.3856676732845221,0.6199333333333333,0.07870713648287128,0.11002862683448252,0.45054365887358966,0.1789333333333333,0.3901868825746624,,,,,,,,,,,12.0,4.358898943540674,57.666666666666664,10.066445913694334,29.333333333333332,5.033222956847167,25.333333333333332,4.041451884327381,4.96490674076881,1.8580328976574154,0,1,1,2
kdr,KDR,Logistic Regression,LR,ECFP4,OOD holdout,0.8676427568614616,0.05211456216453757,0.9563,0.010875201147565029,-0.08865724313853829,0.06291938346545325,-0.08649999999999998,0.21884508219286078,7.309127472222957,0.18905749796171534,185.30790744681235,4.278952769174646,1024.0,0.0,0.0,0.0,0.13687579592326357,0.0035122258082961994,,,,,,,,,,,1,0,0,2
kdr,KDR,Logistic Regression,LR,ECFP4,Random shuffle,0.7559419765905334,0.38499087668444343,0.6469,0.07276805617851825,0.10904197659053345,0.44751368262863056,0.3052,0.13420760038090235,2.6190978030872727,2.360006881000727,33.93797663144992,18.104399075211507,630.0,409.2529779977172,0.384765625,0.3996611113258957,0.6551574086380836,0.5087089669272078,,,,,,,,,,,1,0,1,2
kdr,KDR,Logistic Regression,LR,MACCS,OOD holdout,0.7872918971419732,0.05389311673509749,0.8431000000000001,0.037375928082122575,-0.05580810285802673,0.0852433987182883,-0.14693333333333333,0.45602901588970557,3.830854584633677,1.4835194520611668,32.14288576055389,18.005711011842088,112.33333333333333,36.555893277737496,0.32734530938123757,0.21889756453735024,0.2875680345374338,0.1050592563189494,,,,,,,,,,,1,1,0,2
kdr,KDR,Logistic Regression,LR,MACCS,Random shuffle,0.7204386671230362,0.4157395146008164,0.6046,0.12046572126542883,0.11583866712303618,0.5360027964165938,0.1602666666666667,0.48591790801876533,1.205166519211325,0.9038514250103169,7.741997283229918,6.218289450214131,104.66666666666667,56.08327142146162,0.3732534930139721,0.3358279725836025,2.3736588822512377,3.103320965202701,,,,,,,,,,,1,1,1,2
kdr,KDR,Logistic Regression,LR,RDKit desc,OOD holdout,0.8073194665704545,0.04402683118441589,0.8775666666666666,0.02945001414827056,-0.07024720009621221,0.062300742303997056,-0.1439666666666667,0.4098441939729454,6.56758850065533,1.170569403994615,65.51652989615305,10.692378204258533,205.0,0.0,0.055299539170506895,0.0,0.15573265067879075,0.0293210487404072,,,,,,,,,,,1,2,0,2
kdr,KDR,Logistic Regression,LR,RDKit desc,Random shuffle,0.7521243348694228,0.35474906688108515,0.6389333333333334,0.09836932109826382,0.11319100153608935,0.4506912112072424,0.2769333333333333,0.21044325442582698,1.821803552438494,1.7891712532288189,11.43249684846186,10.63284774580632,105.33333333333333,69.0820767879291,0.5145929339477727,0.3183505842761709,1.3248931283979195,1.4319617422758637,,,,,,,,,,,1,2,1,2
kdr,KDR,Linear SVM,SVM,ECFP4,OOD holdout,0.8681657373558181,0.04548135875276158,0.9440333333333334,0.009346835471609279,-0.0758675959775152,0.05477136406014641,-0.09273333333333329,0.2346048237639911,5.513147864744821,0.20539688308581214,139.90276260994634,4.954291530865035,1024.0,0.0,0.0,0.0,0.18154928144514904,0.006631519299242339,,,,,,,,,,,2,0,0,2
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,0.7422082530287448,0.3969625893871528,0.6005,0.10741457070621287,0.14170825302874482,0.5038630434418842,0.26626666666666665,0.31360510731385316,0.9421738984285882,0.2584753956614091,17.878236037339096,4.587404822947755,808.3333333333334,18.58314648635513,0.21061197916666666,0.018147603990581188,1.1097448534649779,0.2647733129743763,,,,,,,,,,,2,0,1,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,0.7848945056237332,0.051710940976751246,0.8339,0.03709595665298308,-0.04900549437626667,0.07993971816185758,-0.11896666666666667,0.4013493033921117,6.053939790995717,4.183321496928681,50.779276312761375,29.443318850199052,148.66666666666666,1.5275252316519499,0.10978043912175646,0.009146857674562517,0.21476608318599655,0.10863436865898736,,,,,,,,,,,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,0.7180280470193744,0.4137052794268469,0.5977333333333333,0.13096642063266953,0.12029471368604099,0.5440173747979611,0.1587333333333333,0.5075198255569268,1.277442101366632,1.2217863555732895,10.96858650633211,11.375273762830021,135.0,2.6457513110645907,0.1916167664670659,0.015842822221943654,2.0670704702145253,2.415449055057074,,,,,,,,,,,2,1,1,2
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,0.3803910816969205,0.00938379571227388,0.3037666666666667,0.012890435730933738,0.07662441503025384,0.00358851075612431,0.3751333333333333,0.10604255435122883,,,,,,,,,,,16.666666666666668,2.886751345948129,163.66666666666666,36.018513757973594,82.33333333333333,18.009256878986797,68.66666666666667,18.58314648635514,7.423015873015873,2.2668246410202997,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,0.38297416974603643,0.03734676428279377,0.30346666666666666,0.03823301365748366,0.07950750307936975,0.06315119487124556,0.41473333333333334,0.12815757228245755,,,,,,,,,,,14.666666666666666,4.509249752822894,203.66666666666666,51.316014394468844,102.33333333333333,25.658007197234422,88.0,22.9128784747792,7.479299812472168,1.0868696131594624,0,0,1,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,0.38949512879636344,0.00792062828165259,0.33263333333333334,0.016469466698510116,0.05686179546303013,0.020625029733783943,0.16316666666666668,0.05959734334123737,,,,,,,,,,,6.666666666666667,2.8867513459481287,98.33333333333333,89.4725283723073,49.666666666666664,44.73626418615365,36.666666666666664,26.6520793435209,3.7723148961076967,1.5459423256140112,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,0.4434047981212328,0.03249589787188314,0.3158,0.04175008982026267,0.12760479812123274,0.043038291585190215,0.309,0.10001539881438257,,,,,,,,,,,9.0,1.7320508075688772,193.0,77.14920608794364,97.0,38.57460304397182,62.666666666666664,17.214335111567145,4.986725729051311,0.6550031851201285,0,1,1,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,0.5024492645145852,0.03454021495929662,0.4777666666666667,0.04934372638272603,0.02468259784791847,0.0833377292311704,0.35259999999999997,0.16688328256598978,4.380466666796729,2.7137489960043353,71.15049213989265,48.28931102467893,527.0,454.9868129957175,0.4853515625,0.4443230595661304,0.2814487972044413,0.12888396925642281,,,,,,,,,,,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,0.5813572884259328,0.020213535028835997,0.4915333333333333,0.04409244077314539,0.0898239550925995,0.056435713013149605,0.37989999999999996,0.07784368953229287,3.5999016963432595,1.2094074363167702,86.55628825237301,30.551518515122805,1023.6666666666666,0.5773502691896093,0.0003255208333333333,0.000563818622255494,0.2964693553524287,0.0834220710406181,,,,,,,,,,,1,0,1,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,0.4868473931349176,0.014463268847476911,0.4767666666666667,0.021037426965609028,0.010080726468250941,0.0205503363705242,0.18503333333333336,0.05148925454241236,6.302406486333465,5.183190420624435,54.25056256744114,47.13291230012947,121.33333333333333,38.47510017314229,0.27345309381237526,0.2303898213960616,0.2706238123964997,0.2310749605427453,,,,,,,,,,,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,0.5368225365867966,0.009761970057433568,0.47866666666666663,0.022646044540566727,0.05815586992012994,0.032369229592083826,0.1694,0.060443113751692194,4.025150137396328,1.706153269469353,30.634419831930114,12.66072087013065,108.66666666666667,35.47299442298794,0.3493013972055888,0.21241314025741284,0.2828248613167145,0.12549063454709347,,,,,,,,,,,1,1,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,0.5822027747659496,0.01984492974698646,0.5907666666666667,0.040560366533518084,-0.008563891900717121,0.027897176075010133,0.14493333333333333,0.06363531514287746,2.4820194507264475,1.6670680210791904,24.19677539670141,19.839962379635868,142.66666666666666,47.26873526268007,0.34254992319508454,0.21782827309990807,0.5159354357328751,0.2541425517870551,,,,,,,,,,,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,0.6196709384039546,0.011883579381166654,0.5876333333333333,0.02330007153064847,0.03203760507062133,0.020869027042385073,0.15053333333333338,0.01216155143611755,2.180288624591804,1.2089668426617843,21.354149572215846,9.474294125289344,175.0,38.97435053981015,0.19354838709677422,0.1796053020267749,0.5883413953642301,0.36939989444922894,,,,,,,,,,,1,2,1,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,0.4794280382044879,0.036382012290548264,0.49676666666666663,0.03844688977451014,-0.017338628462178762,0.07473058071936517,0.26143333333333335,0.06832337325786346,1.8302564304794107,0.3633755202629437,41.80743377724446,9.321857435225299,1023.6666666666666,0.5773502691896093,0.0003255208333333333,0.000563818622255494,0.5630707709284389,0.1261765856937395,,,,,,,,,,,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,Random shuffle,0.5719940108472122,0.011546653480481988,0.5004333333333334,0.04327589783393676,0.071560677513879,0.05121510796245679,0.27640000000000003,0.04604812699774006,2.0436579799960835,0.016242397266562448,47.56372225361827,1.1512625259499862,1023.3333333333334,0.577350269189634,0.0006510416666666666,0.000563818622255494,0.48933936417344587,0.003906125757197991,,,,,,,,,,,2,0,1,3
sol,Sol,Linear SVM,SVM,MACCS,OOD holdout,0.4813716148923675,0.017799776276379627,0.4755666666666667,0.017601515086302477,0.005804948225700842,0.013481221505344972,0.15376666666666666,0.03938024039202065,2.5303218170098574,2.659644120018683,23.297667463555566,24.62399621519907,144.66666666666666,2.0816659994661317,0.1337325349301397,0.0124650658650667,1.3094779125339728,1.6390745903424386,,,,,,,,,,,2,1,0,3
sol,Sol,Linear SVM,SVM,MACCS,Random shuffle,0.5135364972721698,0.017349801285165747,0.4753,0.023354442832146514,0.03823649727216969,0.040607058552248776,0.14123333333333335,0.08953308513244328,3.1458529249181795,0.6215903061037267,28.48333946040785,6.368981216151836,145.33333333333334,2.0816659994661366,0.12974051896207583,0.0124650658650667,0.32706837791900184,0.07003003270175384,,,,,,,,,,,2,1,1,3
