dataset,dataset_label,model,model_short,fingerprint,protocol,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,inner_test_gap,train_test_gap,model_order,fingerprint_order,protocol_order,dataset_order
hiv,HIV,Decision Tree,DT,MACCS,OOD holdout,3,0.20816330837922223,0.41845143504141646,0.418,0.025,0.18316330837922223,0.39299999999999996,0,1,0,1
hiv,HIV,Decision Tree,DT,MACCS,Random shuffle,1,0.27345601221758686,0.49038317836394046,0.5261,0.0847,0.18875601221758687,0.4414,0,1,1,1
hiv,HIV,Decision Tree,DT,MACCS,Random shuffle,2,0.28515187381499896,0.5277963894162623,0.526,0.0783,0.20685187381499898,0.44770000000000004,0,1,1,1
hiv,HIV,Decision Tree,DT,MACCS,Random shuffle,3,0.3469076360843929,0.5032464815257246,0.4914,0.024,0.3229076360843929,0.4674,0,1,1,1
hiv,HIV,Logistic Regression,LR,ECFP4,OOD holdout,1,0.10248845807013461,0.07771151926336242,0.4052,0.0676,0.03488845807013462,0.3376,1,0,0,1
hiv,HIV,Logistic Regression,LR,ECFP4,OOD holdout,2,0.11764594928006691,0.3841534076544841,0.4263,0.0752,0.04244594928006691,0.3511,1,0,0,1
hiv,HIV,Logistic Regression,LR,ECFP4,OOD holdout,3,0.16525761355557522,0.6496171988233373,0.5288,0.0302,0.13505761355557522,0.49860000000000004,1,0,0,1
hiv,HIV,Logistic Regression,LR,ECFP4,Random shuffle,1,0.38833564295921985,0.6468161125881375,0.6006,0.0906,0.29773564295921984,0.51,1,0,1,1
hiv,HIV,Logistic Regression,LR,ECFP4,Random shuffle,2,0.34619509787447916,0.597402819045539,0.5399,0.0954,0.2507950978744792,0.44450000000000006,1,0,1,1
hiv,HIV,Logistic Regression,LR,ECFP4,Random shuffle,3,0.49393106645754153,0.6942149813873905,0.6587,0.0281,0.4658310664575415,0.6305999999999999,1,0,1,1
hiv,HIV,Logistic Regression,LR,MACCS,OOD holdout,1,0.12172407710528933,0.0780165947725756,0.1779,0.1984,-0.07667592289471066,-0.02049999999999999,1,1,0,1
hiv,HIV,Logistic Regression,LR,MACCS,OOD holdout,2,0.15848128462436223,0.08786818914328931,0.3097,0.0929,0.06558128462436223,0.2168,1,1,0,1
hiv,HIV,Logistic Regression,LR,MACCS,OOD holdout,3,0.2457193817651329,0.3197559569074124,0.1968,0.0473,0.19841938176513288,0.1495,1,1,0,1
hiv,HIV,Logistic Regression,LR,MACCS,Random shuffle,1,0.2692232187539263,0.35907626071228954,0.3417,0.1623,0.1069232187539263,0.1794,1,1,1,1
hiv,HIV,Logistic Regression,LR,MACCS,Random shuffle,2,0.2943062248993774,0.36577645608585435,0.341,0.0915,0.2028062248993774,0.24950000000000003,1,1,1,1
hiv,HIV,Logistic Regression,LR,MACCS,Random shuffle,3,0.3581049417709318,0.42022948502027363,0.406,0.0455,0.3126049417709318,0.36050000000000004,1,1,1,1
hiv,HIV,Logistic Regression,LR,RDKit desc,OOD holdout,1,0.14752408432396724,0.14256475499928756,0.3391,0.0889,0.058624084323967235,0.2502,1,2,0,1
hiv,HIV,Logistic Regression,LR,RDKit desc,OOD holdout,2,0.22697464104655096,0.21140043302267164,0.425,0.1356,0.09137464104655096,0.2894,1,2,0,1
hiv,HIV,Logistic Regression,LR,RDKit desc,OOD holdout,3,0.14168768495589332,0.5566094718809318,0.5074,0.041,0.10068768495589331,0.4664,1,2,0,1
hiv,HIV,Logistic Regression,LR,RDKit desc,Random shuffle,1,0.26769522980644933,0.4094866782677324,0.3838,0.1693,0.09839522980644932,0.21449999999999997,1,2,1,1
hiv,HIV,Logistic Regression,LR,RDKit desc,Random shuffle,2,0.3606154710602172,0.42703460695165874,0.4113,0.1319,0.2287154710602172,0.2794,1,2,1,1
hiv,HIV,Logistic Regression,LR,RDKit desc,Random shuffle,3,0.4223063670419082,0.5250946660369821,0.501,0.0401,0.38220636704190825,0.4609,1,2,1,1
hiv,HIV,Linear SVM,SVM,ECFP4,OOD holdout,1,0.07785530119312378,0.7633040657588372,0.6248,0.0616,0.01625530119312378,0.5632,2,0,0,1
hiv,HIV,Linear SVM,SVM,ECFP4,OOD holdout,2,0.11107565279641697,0.8631812852167844,0.6437,0.0675,0.04357565279641697,0.5762,2,0,0,1
hiv,HIV,Linear SVM,SVM,ECFP4,OOD holdout,3,0.10570953239873399,0.628333195555892,0.5429,0.0306,0.07510953239873398,0.5123000000000001,2,0,0,1
hiv,HIV,Linear SVM,SVM,ECFP4,Random shuffle,1,0.36233115734034116,0.612949643906795,0.5126,0.0771,0.28523115734034116,0.43549999999999994,2,0,1,1
hiv,HIV,Linear SVM,SVM,ECFP4,Random shuffle,2,0.2977279023690038,0.7248581077889263,0.5734,0.0721,0.22562790236900382,0.5013000000000001,2,0,1,1
hiv,HIV,Linear SVM,SVM,ECFP4,Random shuffle,3,0.4619258404386232,0.7489463172287757,0.6766,0.0241,0.4378258404386232,0.6525,2,0,1,1
hiv,HIV,Linear SVM,SVM,MACCS,OOD holdout,1,0.09991338377498926,0.067483548172589,0.2011,0.1456,-0.045686616225010745,0.055499999999999994,2,1,0,1
hiv,HIV,Linear SVM,SVM,MACCS,OOD holdout,2,0.2141180102747668,0.10557298961990623,0.2635,0.121,0.0931180102747668,0.14250000000000002,2,1,0,1
hiv,HIV,Linear SVM,SVM,MACCS,OOD holdout,3,0.17483343771947224,0.28344930601724233,0.2733,0.0437,0.13113343771947222,0.22959999999999997,2,1,0,1
hiv,HIV,Linear SVM,SVM,MACCS,Random shuffle,1,0.1463345034559636,0.1872299210325728,0.2053,0.1584,-0.012065496544036408,0.0469,2,1,1,1
hiv,HIV,Linear SVM,SVM,MACCS,Random shuffle,2,0.25918674381852763,0.35848034846148574,0.2699,0.0982,0.16098674381852762,0.17169999999999996,2,1,1,1
hiv,HIV,Linear SVM,SVM,MACCS,Random shuffle,3,0.29080736640594035,0.3340168420471448,0.2847,0.0546,0.23620736640594034,0.2301,2,1,1,1
kdr,KDR,Decision Tree,DT,ECFP4,OOD holdout,1,0.8628534344864465,0.9511324673653343,0.9783,0.9105,-0.04764656551355351,0.06779999999999997,0,0,0,2
kdr,KDR,Decision Tree,DT,ECFP4,OOD holdout,2,0.7857617783352532,0.9539225078253246,0.5579,0.9438,-0.1580382216647468,-0.3859,0,0,0,2
kdr,KDR,Decision Tree,DT,ECFP4,OOD holdout,3,0.9022558914203413,0.9823009503924446,0.987,0.9726,-0.07034410857965867,0.014399999999999968,0,0,0,2
kdr,KDR,Decision Tree,DT,ECFP4,Random shuffle,1,0.9639075356174962,0.9916850544364347,0.9857,0.6003,0.36360753561749626,0.3854000000000001,0,0,1,2
kdr,KDR,Decision Tree,DT,ECFP4,Random shuffle,2,0.3042369145318208,0.5626260639048363,0.578,0.7218,-0.4175630854681792,-0.14380000000000004,0,0,1,2
kdr,KDR,Decision Tree,DT,ECFP4,Random shuffle,3,0.9701191180244242,0.978641925061243,0.9478,0.5146,0.45551911802442424,0.43320000000000003,0,0,1,2
kdr,KDR,Decision Tree,DT,MACCS,OOD holdout,1,0.8808368367030034,0.9493710003525566,0.9918,0.949,-0.06816316329699657,0.04280000000000006,0,1,0,2
kdr,KDR,Decision Tree,DT,MACCS,OOD holdout,2,0.8151394267759757,0.9453277862825935,0.5716,0.9524,-0.1372605732240243,-0.3808,0,1,0,2
kdr,KDR,Decision Tree,DT,MACCS,OOD holdout,3,0.8549988286117637,0.9657322881662106,0.9902,0.9355,-0.08050117138823631,0.05469999999999997,0,1,0,2
kdr,KDR,Decision Tree,DT,MACCS,Random shuffle,1,0.9489327778999926,0.9817707416182474,0.986,0.5362,0.41273277789999263,0.4498,0,1,1,2
kdr,KDR,Decision Tree,DT,MACCS,Random shuffle,2,0.2846516118571215,0.2684702894838088,0.4241,0.6924,-0.4077483881428785,-0.26830000000000004,0,1,1,2
kdr,KDR,Decision Tree,DT,MACCS,Random shuffle,3,0.9563014907463334,0.9894389533116186,0.9865,0.6312,0.32510149074633343,0.35530000000000006,0,1,1,2
kdr,KDR,Logistic Regression,LR,ECFP4,OOD holdout,1,0.8840998974588312,0.9702193855047255,0.9938,0.9544,-0.07030010254116881,0.03939999999999999,1,0,0,2
kdr,KDR,Logistic Regression,LR,ECFP4,OOD holdout,2,0.8092863551502746,0.9702193855047255,0.6288,0.968,-0.1587136448497254,-0.33919999999999995,1,0,0,2
kdr,KDR,Logistic Regression,LR,ECFP4,OOD holdout,3,0.9095420179752793,0.9774247465048307,0.9868,0.9465,-0.03695798202472067,0.0403,1,0,0,2
kdr,KDR,Logistic Regression,LR,ECFP4,Random shuffle,1,0.9848833064923053,0.993522162439338,0.9927,0.5711,0.4137833064923052,0.4216,1,0,1,2
kdr,KDR,Logistic Regression,LR,ECFP4,Random shuffle,2,0.3114601364843774,0.9441334174716862,0.8746,0.7162,-0.4047398635156225,0.1584000000000001,1,0,1,2
kdr,KDR,Logistic Regression,LR,ECFP4,Random shuffle,3,0.9714824867949177,0.9928327460872504,0.989,0.6534,0.3180824867949177,0.3356,1,0,1,2
kdr,KDR,Logistic Regression,LR,MACCS,OOD holdout,1,0.8408045115323325,0.880000575883781,0.9442,0.8307,0.010104511532332494,0.11350000000000005,1,1,0,2
kdr,KDR,Logistic Regression,LR,MACCS,OOD holdout,2,0.7330261714277776,0.892155361188239,0.2116,0.8851,-0.1520738285722224,-0.6735,1,1,0,2
kdr,KDR,Logistic Regression,LR,MACCS,OOD holdout,3,0.7880450084658097,0.8917867427047932,0.9327,0.8135,-0.025454991534190285,0.11919999999999997,1,1,0,2
kdr,KDR,Logistic Regression,LR,MACCS,Random shuffle,1,0.9646871049594635,0.9650660776328697,0.9713,0.5261,0.4385871049594635,0.44520000000000004,1,1,1,2
kdr,KDR,Logistic Regression,LR,MACCS,Random shuffle,2,0.24040891672846895,0.5594670598036502,0.3425,0.7433,-0.502891083271531,-0.40079999999999993,1,1,1,2
kdr,KDR,Logistic Regression,LR,MACCS,Random shuffle,3,0.956219979681176,0.9880879659983623,0.9808,0.5444,0.411819979681176,0.4364,1,1,1,2
kdr,KDR,Logistic Regression,LR,RDKit desc,OOD holdout,1,0.8535561471870436,0.9132568747658036,0.9671,0.8776,-0.0240438528129564,0.08949999999999991,1,2,0,2
kdr,KDR,Logistic Regression,LR,RDKit desc,OOD holdout,2,0.7658984245951737,0.9159083381330989,0.2898,0.907,-0.14110157540482637,-0.6172,1,2,0,2
kdr,KDR,Logistic Regression,LR,RDKit desc,OOD holdout,3,0.8025038279291461,0.926403730417863,0.9439,0.8481,-0.04559617207085387,0.0958,1,2,0,2
kdr,KDR,Logistic Regression,LR,RDKit desc,Random shuffle,1,0.9682138911447626,0.9884102998701685,0.9887,0.6049,0.36331389114476265,0.38380000000000003,1,2,1,2
kdr,KDR,Logistic Regression,LR,RDKit desc,Random shuffle,2,0.34270623640537473,0.8990506344168111,0.7843,0.7498,-0.4070937635946253,0.034499999999999975,1,2,1,2
kdr,KDR,Logistic Regression,LR,RDKit desc,Random shuffle,3,0.9454528770581307,0.9840622321732271,0.9746,0.5621,0.3833528770581307,0.4125,1,2,1,2
kdr,KDR,Linear SVM,SVM,ECFP4,OOD holdout,1,0.8853267302021868,0.9682157584550661,0.9916,0.9393,-0.05397326979781325,0.05230000000000001,2,0,0,2
kdr,KDR,Linear SVM,SVM,ECFP4,OOD holdout,2,0.816600601380899,0.9682157584550661,0.5914,0.9548,-0.13819939861910102,-0.36339999999999995,2,0,0,2
kdr,KDR,Linear SVM,SVM,ECFP4,OOD holdout,3,0.9025698804843686,0.975097649672557,0.9709,0.938,-0.03543011951563135,0.03290000000000004,2,0,0,2
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,1,0.983483640083808,0.9824213183925423,0.985,0.524,0.45948364008380793,0.46099999999999997,2,0,1,2
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,2,0.28405176287793577,0.8561944133336883,0.6278,0.7233,-0.4392482371220643,-0.09550000000000003,2,0,1,2
kdr,KDR,Linear SVM,SVM,ECFP4,Random shuffle,3,0.9590893561244909,0.9909658655557496,0.9875,0.5542,0.40488935612449084,0.4333,2,0,1,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,1,0.8364241686558698,0.8740843193481004,0.9394,0.8285,0.007924168655869757,0.1109,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,2,0.7330041733938625,0.8876426659910767,0.291,0.8734,-0.14039582660613747,-0.5824,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,OOD holdout,3,0.7852551748214677,0.8979683927412545,0.9144,0.7998,-0.014544825178532284,0.11460000000000004,2,1,0,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,1,0.9601859926416498,0.9713510320201331,0.9631,0.5365,0.42368599264164986,0.4266,2,1,1,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,2,0.2403376536751236,0.530115961183561,0.3215,0.7481,-0.5077623463248764,-0.4266,2,1,1,2
kdr,KDR,Linear SVM,SVM,MACCS,Random shuffle,3,0.9535604947413495,0.9922323551758248,0.9848,0.5086,0.44496049474134947,0.47619999999999996,2,1,1,2
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,1,0.39068944543983397,0.5892579140204436,0.5752,0.3182,0.07248944543983399,0.25700000000000006,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,2,0.3781596729718331,0.6573787872227377,0.706,0.2997,0.0784596729718331,0.40629999999999994,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,OOD holdout,3,0.3723241266790944,0.798691849900905,0.7555,0.2934,0.07892412667909443,0.46209999999999996,0,0,0,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,1,0.3514280470901113,0.5075679225677141,0.613,0.3439,0.0075280470901112895,0.2691,0,0,1,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,2,0.37328328771426866,0.742191520853974,0.7327,0.2679,0.10538328771426864,0.4648,0,0,1,3
sol,Sol,Decision Tree,DT,ECFP4,Random shuffle,3,0.4242111744337293,0.8001152352151527,0.8089,0.2986,0.12561117443372932,0.5103,0,0,1,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,1,0.39686849760871695,0.6290685971192812,0.5089,0.3378,0.05906849760871696,0.17110000000000003,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,2,0.38112214236792286,0.49385979485246473,0.4459,0.3459,0.03522214236792287,0.10000000000000003,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,OOD holdout,3,0.3904947464124505,0.6070514160142464,0.5326,0.3142,0.07629474641245054,0.21839999999999998,0,1,0,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,1,0.4791093078413615,0.7304586162112594,0.6833,0.3457,0.1334093078413615,0.3376,0,1,1,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,2,0.4155588268486528,0.4717797926557742,0.5314,0.3336,0.0819588268486528,0.19779999999999998,0,1,1,3
sol,Sol,Decision Tree,DT,MACCS,Random shuffle,3,0.43554625967368393,0.6283341094457813,0.6597,0.2681,0.16744625967368393,0.39159999999999995,0,1,1,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,1,0.47566351149837854,0.9037574750354981,0.8502,0.5053,-0.029636488501621427,0.3449,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,2,0.4902507552464061,0.6780360660591754,0.6969,0.5072,-0.016949244753593884,0.18969999999999998,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,OOD holdout,3,0.5414335267989707,0.9577805448427553,0.944,0.4208,0.12063352679897071,0.5231999999999999,1,0,0,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,1,0.558539153112505,0.9116132552444389,0.8502,0.5053,0.053239153112505044,0.3449,1,0,1,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,2,0.5885135306717517,0.9029285895129496,0.8528,0.5271,0.061413530671751704,0.3257,1,0,1,3
sol,Sol,Logistic Regression,LR,ECFP4,Random shuffle,3,0.5970191814935417,0.9529828461439322,0.9113,0.4422,0.15481918149354174,0.4691,1,0,1,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,1,0.49853235902097137,0.586287477264805,0.5944,0.4671,0.03143235902097136,0.12730000000000002,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,2,0.4913384635466529,0.7483442357466881,0.7025,0.5009,-0.00956153645334712,0.2016,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,OOD holdout,3,0.4706713568371286,0.7546281007159111,0.6885,0.4623,0.008371356837128585,0.2262,1,1,0,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,1,0.5329020154001891,0.632666036436979,0.6242,0.4851,0.047802015400189135,0.1391,1,1,1,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,2,0.5296303005468723,0.6401923919547353,0.6275,0.4974,0.032230300546872315,0.13009999999999994,1,1,1,3
sol,Sol,Logistic Regression,LR,MACCS,Random shuffle,3,0.5479352938133284,0.7259361551771765,0.6925,0.4535,0.09443529381332838,0.239,1,1,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,1,0.6019502621745945,0.7985921868171006,0.745,0.6076,-0.005649737825405565,0.13739999999999997,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,2,0.5823962447996424,0.7473025900654889,0.7056,0.6202,-0.037803755200357614,0.08540000000000003,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,OOD holdout,3,0.5622618173236118,0.8212093194890694,0.7565,0.5445,0.017761817323611817,0.21199999999999997,1,2,0,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,1,0.615806369396085,0.7956255506714972,0.7653,0.6073,0.008506369396085067,0.15800000000000003,1,2,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,2,0.6330057791430522,0.7808983514119404,0.7508,0.5937,0.03930577914305222,0.15710000000000002,1,2,1,3
sol,Sol,Logistic Regression,LR,RDKit desc,Random shuffle,3,0.6102006666727267,0.7386110385930414,0.6984,0.5619,0.0483006666727267,0.13650000000000007,1,2,1,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,1,0.4645090190036799,0.8592118940350321,0.7773,0.5082,-0.04369098099632007,0.2691,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,2,0.45287699109268786,0.7745578695219281,0.7178,0.5282,-0.07532300890731214,0.1896,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,OOD holdout,3,0.520898104517096,0.846542961998466,0.7795,0.4539,0.06699810451709592,0.32559999999999995,2,0,0,3
sol,Sol,Linear SVM,SVM,ECFP4,Random shuffle,1,0.5603523854309622,0.8445522339238233,0.7772,0.5082,0.052152385430962234,0.269,2,0,1,3
