model,model_short,fingerprint,protocol,result_dir,fold,inner_pr_auc,inner_train_pr_auc,train_pr_auc,test_pr_auc,train_inner_gap,inner_test_gap,train_test_gap,model_class,model_name,fp_type,n_features,effective_depth,n_nodes,n_leaves,n_features_used,used_feature_fraction,criterion,max_depth,max_features,min_samples_leaf,min_samples_split,ccp_alpha,class_weight,feature_min_depth_mean,feature_min_depth_std,feature_min_depth_min,feature_min_depth_max,coefficient_shape,n_coefficients,n_nonzero_coefficients,sparsity,l1_norm,l2_norm,approx_margin,intercept,C,penalty,l1_ratio,dual,n_support_per_class,n_support_total
Logistic Regression,LR,ECFP4,OOD holdout,lr_drd2_hi_inner_ood_holdout_ecfp4,2,0.6675184720991642,0.9776780858482685,0.9606,0.8695,0.29308152790083586,-0.2019815279008359,0.09109999999999996,LogisticRegression,lr_drd2_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1022.0,0.001953125,135.150989479645,5.425809963505555,0.18430428023209117,[-1.7711958860567751],0.1,deprecated,0.0,False,,
Logistic Regression,LR,ECFP4,OOD holdout,lr_drd2_hi_inner_ood_holdout_ecfp4,3,0.7260848392231135,0.938435778376931,0.9042,0.7226,0.1781151607768865,0.0034848392231134895,0.18159999999999998,LogisticRegression,lr_drd2_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,34.0,0.966796875,7.924230253838612,1.7595305005546722,0.5683334274027994,[-1.170985060586321],0.05,deprecated,1.0,False,,
Logistic Regression,LR,ECFP4,Random shuffle,lr_drd2_hi_random_shuffle_ecfp4,1,0.9366480140493337,0.9951766631268899,0.9932,0.6486,0.05655198595066624,0.2880480140493338,0.3446,LogisticRegression,lr_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,792.0,0.2265625,342.90466636177786,15.375630753658406,0.0650379822474642,[-4.311889984230127],1.0,deprecated,0.25,False,,
Logistic Regression,LR,ECFP4,Random shuffle,lr_drd2_hi_random_shuffle_ecfp4,2,0.8804895461471508,0.9833448220337688,0.9773,0.866,0.09681045385284914,0.014489546147150811,0.11129999999999995,LogisticRegression,lr_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,714.0,0.302734375,223.94976829326743,10.657827246983171,0.09382775464699546,[-2.4830472354345106],0.5,deprecated,0.25,False,,
Logistic Regression,LR,ECFP4,Random shuffle,lr_drd2_hi_random_shuffle_ecfp4,3,0.9294501353919097,0.9709272093176404,0.9703,0.7884,0.04084986460809037,0.1410501353919097,0.18190000000000006,LogisticRegression,lr_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1020.0,0.00390625,127.35858853278916,5.28060853255861,0.18937211380739688,[-2.434972881277354],0.1,deprecated,0.0,False,,
Logistic Regression,LR,MACCS,OOD holdout,lr_drd2_hi_inner_ood_holdout_maccs,1,0.8042561307635743,0.9271463850955747,0.9194,0.6403,0.11514386923642572,0.1639561307635743,0.2791,LogisticRegression,lr_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,102.0,0.3892215568862275,56.38142648859945,7.406115001598502,0.13502355820618026,[-7.842675458184266],1.0,deprecated,1.0,False,,
Logistic Regression,LR,MACCS,OOD holdout,lr_drd2_hi_inner_ood_holdout_maccs,2,0.6909906652124838,0.9394952875887119,0.8919,0.8075,0.20090933478751627,-0.11650933478751624,0.08440000000000003,LogisticRegression,lr_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,140.0,0.16167664670658688,150.4030577248408,21.548625027998227,0.0464066732193212,[-9.75797825519457],10.0,deprecated,1.0,False,,
Logistic Regression,LR,MACCS,OOD holdout,lr_drd2_hi_inner_ood_holdout_maccs,3,0.7179849412945225,0.9686056366849835,0.9126,0.7904,0.19461505870547746,-0.07241505870547749,0.12219999999999998,LogisticRegression,lr_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,137.0,0.17964071856287422,147.209510082002,20.45841251205484,0.04887964789109437,[-6.6673386429533545],10.0,deprecated,1.0,False,,
Logistic Regression,LR,MACCS,Random shuffle,lr_drd2_hi_random_shuffle_maccs,1,0.882712562359319,0.940003676938608,0.9304,0.6598,0.04768743764068095,0.222912562359319,0.27059999999999995,LogisticRegression,lr_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,144.0,0.13772455089820357,124.06024307707658,14.785380166817118,0.06763437860355485,[-14.220992223002114],10.0,deprecated,0.5,False,,
Logistic Regression,LR,MACCS,Random shuffle,lr_drd2_hi_random_shuffle_maccs,2,0.855612984651579,0.9001577353003531,0.8947,0.8047,0.03908701534842107,0.05091298465157901,0.09000000000000008,LogisticRegression,lr_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,139.0,0.16766467065868262,152.3960271703698,21.76821237021633,0.04593854483743546,[-10.34887757569004],10.0,deprecated,1.0,False,,
Logistic Regression,LR,MACCS,Random shuffle,lr_drd2_hi_random_shuffle_maccs,3,0.8739156997164945,0.9155692994434104,0.9126,0.7904,0.038684300283505446,0.08351569971649453,0.12219999999999998,LogisticRegression,lr_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,137.0,0.17964071856287422,147.21315149625525,20.461319053641695,0.04887270451031946,[-6.683308406627966],10.0,deprecated,1.0,False,,
Logistic Regression,LR,RDKit desc,OOD holdout,lr_drd2_hi_inner_ood_holdout_rdkit_desc,1,0.8525260265847203,0.9159616592009351,0.9245,0.7247,0.07197397341527967,0.1278260265847203,0.19979999999999998,LogisticRegression,lr_drd2_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,,,,,,"[1, 217]",217.0,199.0,0.08294930875576034,19.864759028652266,1.8905814464564978,0.528937804755406,[1.197183097132641],0.05,deprecated,0.0,False,,
Logistic Regression,LR,RDKit desc,OOD holdout,lr_drd2_hi_inner_ood_holdout_rdkit_desc,2,0.7175514037445511,0.9450966673574455,0.903,0.8793,0.18544859625544896,-0.1617485962554489,0.023700000000000054,LogisticRegression,lr_drd2_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,,,,,,"[1, 217]",217.0,190.0,0.12442396313364057,80.54539884381768,8.69802271218538,0.11496865817550271,[0.8555050440887364],5.0,deprecated,1.0,False,,
Logistic Regression,LR,RDKit desc,OOD holdout,lr_drd2_hi_inner_ood_holdout_rdkit_desc,3,0.7226917580242034,0.9289764020483031,0.8885,0.7608,0.16580824197579658,-0.03810824197579665,0.12769999999999992,LogisticRegression,lr_drd2_hi_inner_ood_holdout_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,60.0,0.7235023041474654,3.8799614758670478,0.6466804143210534,1.5463588781328643,[0.19419096962110208],0.01,deprecated,0.25,False,,
Logistic Regression,LR,RDKit desc,Random shuffle,lr_drd2_hi_random_shuffle_rdkit_desc,1,0.9078121630917299,0.9503586510034034,0.9455,0.7349,0.037687836908270156,0.17291216309172985,0.2106,LogisticRegression,lr_drd2_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,197.0,0.09216589861751157,78.78288012623142,7.504974377416421,0.13324495857163057,[0.5414394450738269],10.0,deprecated,0.5,False,,
Logistic Regression,LR,RDKit desc,Random shuffle,lr_drd2_hi_random_shuffle_rdkit_desc,2,0.8403035826277131,0.9157054825956027,0.9085,0.8731,0.06819641737228688,-0.03279641737228689,0.03539999999999999,LogisticRegression,lr_drd2_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,198.0,0.0875576036866359,96.32790743445679,9.910311366577416,0.10090500318410842,[0.3478574652658342],10.0,deprecated,0.5,False,,
Logistic Regression,LR,RDKit desc,Random shuffle,lr_drd2_hi_random_shuffle_rdkit_desc,3,0.8843782130793377,0.941206700767071,0.9367,0.7059,0.05232178692066225,0.17847821307933776,0.2308,LogisticRegression,lr_drd2_hi_random_shuffle_rdkit_desc,rdkit_desc,217,,,,,,,,,,,,balanced,,,,,"[1, 217]",217.0,199.0,0.08294930875576034,94.13997385783182,9.27175901890066,0.10785439936062625,[0.5081180827331687],10.0,deprecated,0.0,False,,
SVM linear,SVM,ECFP4,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,1,0.8531224223523477,0.9975824503503612,0.9971,0.6434,0.1439775776476523,0.20972242235234773,0.3537,SVC,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,990.0,0.033203125,1588.2364520803758,63.729514355667824,0.01569131681153419,[-13.125102413007202],100.0,,,,"[299, 399]",698.0
SVM linear,SVM,ECFP4,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,2,0.6737590704174629,0.9416323328616137,0.9209,0.8613,0.2471409295825372,-0.1875409295825371,0.0596000000000001,SVC,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1017.0,0.0068359375,51.95132391234711,2.16198024391214,0.4625389167250127,[-0.8659482281129162],0.01,,,,"[650, 1089]",1739.0
SVM linear,SVM,ECFP4,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,3,0.6861631597317237,0.9535357890843918,0.9114,0.755,0.22523684026827628,-0.0688368402682763,0.15639999999999998,SVC,svm_linear_drd2_hi_inner_ood_holdout_ecfp4,ecfp4,1024,,,,,,,,,,,,,,,,,"[1, 1024]",1024.0,992.0,0.03125,7.292195827833586,0.3346426454087864,2.9882622962726075,[0.6420021911575302],0.001,,,,"[740, 788]",1528.0
SVM linear,SVM,ECFP4,Random shuffle,svm_linear_drd2_hi_random_shuffle_ecfp4,1,0.9338965685020507,0.9913478956219439,0.9878,0.6587,0.053903431497949295,0.27519656850205076,0.32910000000000006,SVC,svm_linear_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,999.0,0.0244140625,235.989891417806,9.33052741394308,0.10717507763876769,[-1.9340777557758466],0.25,,,,"[365, 670]",1035.0
SVM linear,SVM,ECFP4,Random shuffle,svm_linear_drd2_hi_random_shuffle_ecfp4,2,0.8724309554897839,0.9742611912388058,0.9657,0.8714,0.09326904451021611,0.0010309554897839357,0.09430000000000005,SVC,svm_linear_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1011.0,0.0126953125,159.3048988030439,6.3467926852540515,0.1575598967212794,[-1.0367195318241047],0.1,,,,"[517, 827]",1344.0
SVM linear,SVM,ECFP4,Random shuffle,svm_linear_drd2_hi_random_shuffle_ecfp4,3,0.9216887401826145,0.9765370690656578,0.9741,0.7873,0.05241125981738548,0.13438874018261449,0.18679999999999997,SVC,svm_linear_drd2_hi_random_shuffle_ecfp4,ecfp4,1024,,,,,,,,,,,,balanced,,,,,"[1, 1024]",1024.0,1004.0,0.01953125,155.3016684094948,6.206735763474227,0.16111528476608594,[-1.929544130677119],0.1,,,,"[432, 831]",1263.0
SVM linear,SVM,MACCS,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_maccs,1,0.8098847215847476,0.9130165696737562,0.9053,0.6489,0.09541527841525244,0.16098472158474753,0.25639999999999996,SVC,svm_linear_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,,,,,,"[1, 167]",167.0,147.0,0.11976047904191611,53.04101448553972,5.650165947137047,0.17698595215715787,[-6.073569711754468],1.0,,,,"[543, 580]",1123.0
SVM linear,SVM,MACCS,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_maccs,2,0.7131337831288191,0.9353852066463435,0.8842,0.7832,0.17106621687118084,-0.07006621687118086,0.10099999999999998,SVC,svm_linear_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,148.0,0.11377245508982037,120.56553051704503,15.71257587457409,0.06364328853413452,[-8.896027793508711],25.0,,,,"[531, 909]",1440.0
SVM linear,SVM,MACCS,OOD holdout,svm_linear_drd2_hi_inner_ood_holdout_maccs,3,0.7146528408128571,0.963288058621316,0.9063,0.786,0.19164715918714292,-0.07134715918714296,0.12029999999999996,SVC,svm_linear_drd2_hi_inner_ood_holdout_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,143.0,0.14371257485029942,128.51955684284206,15.964131852686629,0.06264042474891664,[-8.208491854192385],50.0,,,,"[456, 958]",1414.0
SVM linear,SVM,MACCS,Random shuffle,svm_linear_drd2_hi_random_shuffle_maccs,1,0.8788779224817541,0.9344155192926773,0.9244,0.6559,0.045522077518245885,0.22297792248175408,0.26849999999999996,SVC,svm_linear_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,146.0,0.12574850299401197,107.44175757141787,12.681475063574899,0.07885518009433365,[-9.167716159271446],25.0,,,,"[398, 910]",1308.0
SVM linear,SVM,MACCS,Random shuffle,svm_linear_drd2_hi_random_shuffle_maccs,2,0.8416731589952309,0.8867763216851519,0.8841,0.7843,0.04242684100476912,0.05737315899523088,0.0998,SVC,svm_linear_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,148.0,0.11377245508982037,133.79867758201175,17.76390174235895,0.05629393893884517,[-9.798797089146712],100.0,,,,"[535, 897]",1432.0
SVM linear,SVM,MACCS,Random shuffle,svm_linear_drd2_hi_random_shuffle_maccs,3,0.8817065482071875,0.906029677812198,0.9065,0.7828,0.02479345179281245,0.09890654820718747,0.12369999999999992,SVC,svm_linear_drd2_hi_random_shuffle_maccs,maccs,167,,,,,,,,,,,,balanced,,,,,"[1, 167]",167.0,144.0,0.13772455089820357,117.79970866105228,14.35330040057966,0.06967038744340744,[-7.735418312521624],10.0,,,,"[460, 967]",1427.0
