model,fingerprint,fold,category,smiles,true_label,pred_ood,pred_random,correct_ood,correct_random,pred_diff_abs
Decision Tree,maccs,1,ood_correct_random_wrong,Cc1ncoc1-c1nnc(SCCCN2[C@H]3CC[C@@H]2C[C@H](c2ccc(C(C)(C)C)cc2)C3)n1C,True,1.0,0.0,True,False,1.0
Decision Tree,maccs,1,ood_wrong_random_correct,CN1CCc2cccc3c2[C@H]1Cc1cccc(OS(=O)(=O)C(F)(F)F)c1-3,True,0.0,1.0,False,True,1.0
Decision Tree,maccs,2,both_correct,CCOc1ccc([C@H](O)CN2CCN(c3ccccc3F)CC2)cc1,False,0.494823885872996,0.0,True,True,0.494823885872996
Decision Tree,maccs,2,both_wrong,CCCN(CCN1CCN(Cc2cc3ccccc3[nH]2)CC1)Cc1ccc(Br)cc1,True,0.4901519414743953,0.0,False,False,0.4901519414743953
Decision Tree,maccs,2,ood_correct_random_wrong,O=C(CCCc1cn(-c2ccc([N+](=O)[O-])cc2)nn1)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,True,1.0,0.0,True,False,1.0
Decision Tree,maccs,2,ood_wrong_random_correct,O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccco1)c1ccc(Cl)cc1[N+](=O)[O-],False,1.0,0.0,False,True,1.0
Decision Tree,maccs,3,both_correct,CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4nnn(C)n4)cc23)CC1,True,0.6477732793522267,1.0,True,True,0.3522267206477733
Decision Tree,maccs,3,both_wrong,COc1cccc(C2=CCC(N3CCN(c4ccccn4)CC3)CC2)c1,False,0.6477732793522267,1.0,False,False,0.3522267206477733
Decision Tree,maccs,3,ood_correct_random_wrong,O=C1COc2ccccc2N1CCCN1CCC(c2noc3cc(F)ccc23)CC1,True,0.8661257606490872,0.0,True,False,0.8661257606490872
Decision Tree,maccs,3,ood_wrong_random_correct,O[C@H]1[C@@H](NC[C@H]2COc3ccccc3O2)CC[C@@H]1Oc1ccccc1,False,0.8661257606490872,0.0,False,True,0.8661257606490872
Logistic Regression,ecfp4,1,both_correct,Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccccc3)C2)n1C,True,0.5009060465881903,0.9836557685624722,True,True,0.4827497219742819
Logistic Regression,ecfp4,1,both_wrong,CN1CCc2cc(-c3ccc(O)cc3)c(O)cc2C(c2ccccc2)C1,False,0.5042619322502015,0.9708513236937022,False,False,0.46658939144350065
Logistic Regression,ecfp4,1,ood_correct_random_wrong,O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2O)nc1)c1ccccc1F,False,0.0683632753432541,0.8850250701503765,True,False,0.8166617948071223
Logistic Regression,ecfp4,1,ood_wrong_random_correct,Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)o1,True,0.1399840573423651,0.8961220155262031,False,True,0.756137958183838
Logistic Regression,ecfp4,2,both_correct,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1F,True,0.5820922802587336,0.922925738696916,True,True,0.34083345843818236
Logistic Regression,ecfp4,2,both_wrong,O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccco1)c1cccc2ccccc12,False,0.5349900983966529,0.8415861212764488,False,False,0.3065960228797959
Logistic Regression,ecfp4,2,ood_correct_random_wrong,C[C@@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O,True,0.5173708450206381,0.16281201182558,True,False,0.3545588331950581
Logistic Regression,ecfp4,2,ood_wrong_random_correct,COc1cccc(C(=O)NC2CC3CCCC(C2)N3Cc2ccccc2)c1OC,True,0.3986536102633248,0.7802055838079508,False,True,0.381551973544626
Logistic Regression,ecfp4,3,both_correct,O=C1N(CCN2CCC(c3ccc(Cl)cc3)CC2)CCN1c1cccc(Cl)c1,True,0.507322823207742,0.9036862155943972,True,True,0.3963633923866552
Logistic Regression,ecfp4,3,both_wrong,Cc1ccc(C)c(C(=O)CCCN2CCC(O)(c3cc(C)ccc3C)CC2)c1,True,0.4975570286636556,0.1103815374273161,False,False,0.3871754912363395
Logistic Regression,ecfp4,3,ood_correct_random_wrong,Cc1ccc(C)c(C(=O)CCCN2CCC(c3cc(C)ccc3C)CC2)c1,True,0.6354359358868386,0.1147301824399067,True,False,0.5207057534469318
Logistic Regression,ecfp4,3,ood_wrong_random_correct,O=C1N(CCN2CCC(c3nnc(-c4ccccc4)o3)CC2)CCN1c1cccc(Cl)c1,True,0.3351366257339578,0.8517787021945933,False,True,0.5166420764606354
Logistic Regression,maccs,1,both_correct,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,True,0.5122679783127893,0.8861779655610392,True,True,0.37390998724825
Logistic Regression,maccs,1,both_wrong,CN1C(=O)c2ccccc2[S@@+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,False,0.5122679783127893,0.8861779655610392,False,False,0.37390998724825
Logistic Regression,maccs,1,ood_correct_random_wrong,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,True,0.7675953890955473,0.2575689981191968,True,False,0.5100263909763505
Logistic Regression,maccs,1,ood_wrong_random_correct,CCCN(CCC)C1CCC(=CC#N)CC1,False,0.8207453269298799,0.0356460818742113,False,True,0.7850992450556686
Logistic Regression,maccs,2,both_correct,O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,False,0.4521039785668127,0.2512723075986481,True,True,0.20083167096816462
Logistic Regression,maccs,2,both_wrong,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,True,0.4789500594127595,0.276483042237831,False,False,0.2024670171749285
Logistic Regression,maccs,2,ood_correct_random_wrong,CS(=O)(=O)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)s1,True,0.6950026430353358,0.4628462836576412,True,False,0.23215635937769458
Logistic Regression,maccs,2,ood_wrong_random_correct,O=C(CC1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,False,0.5305730327434751,0.3326122873069492,False,True,0.19796074543652592
Logistic Regression,maccs,3,both_correct,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNC3)cc1,True,0.7032286120789573,0.703650476463775,True,True,0.00042186438481772726
Logistic Regression,maccs,3,both_wrong,O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1Cl,False,0.6583047089648849,0.6587406836978631,False,False,0.0004359747329781838
Logistic Regression,rdkit_desc,1,both_correct,Cc1cc(F)ccc1NC(=O)CN1CCC(c2cccc[n+]2[O-])CC1,False,0.4662889497721439,0.0508155240364074,True,True,0.41547342573573653
Logistic Regression,rdkit_desc,1,both_wrong,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3=O,True,0.4849641158197635,0.0104227527770284,False,False,0.4745413630427351
Logistic Regression,rdkit_desc,1,ood_correct_random_wrong,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCCCl)cc3CN1CC2,True,0.8793534247936104,0.334161905998002,True,False,0.5451915187956085
Logistic Regression,rdkit_desc,1,ood_wrong_random_correct,CN1CCc2cccc3c2[C@H]1Cc1ccc(CO)c(O)c1-3,False,0.6509113597295024,0.0296914092409184,False,True,0.621219950488584
Logistic Regression,rdkit_desc,2,both_correct,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCS(=O)(=O)C1,True,0.7940320275047404,0.5703759445436757,True,True,0.22365608296106476
Logistic Regression,rdkit_desc,2,both_wrong,CO[C@@H]1CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4cccc5c4OCO5)CC3)CC2)C1,True,0.4350436864324684,0.2268506934730909,False,False,0.2081929929593775
Logistic Regression,rdkit_desc,2,ood_correct_random_wrong,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,True,0.5621345894922103,0.3076280527288987,True,False,0.2545065367633116
Logistic Regression,rdkit_desc,2,ood_wrong_random_correct,O=C1COc2c(N3CCNCC3)ccc(O)c2N1,False,0.5664740907909769,0.3163894923990842,False,True,0.2500845983918927
Logistic Regression,rdkit_desc,3,both_correct,O=C1N(CCN2C[C@H]3CC[C@H](CC3)C2)CCN1c1cccc(Cl)c1,True,0.5003780047638424,0.987244148870352,True,True,0.4868661441065095
Logistic Regression,rdkit_desc,3,both_wrong,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,True,0.4972716633315596,0.0034602123238136,False,False,0.493811451007746
Logistic Regression,rdkit_desc,3,ood_correct_random_wrong,O=C(CCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,True,0.9201185478676184,0.1685857169846164,True,False,0.7515328308830019
Logistic Regression,rdkit_desc,3,ood_wrong_random_correct,CC1=CC(C)=[N+]2C1=C(c1ccc(OCCCN3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,False,0.6474468588656692,0.000773408553901,False,True,0.6466734503117683
SVM linear,ecfp4,1,both_correct,Cc1cc2c(cc1O)[C@H]1c3ccccc3CC[C@@H]1N(C)CC2,False,-25.1859757540598,-2.090410188965838,True,True,23.095565565093963
SVM linear,ecfp4,1,both_wrong,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4F)NC(=O)CO5)CC3)cc(Cl)cc2n1,False,31.91957690594359,3.586228681840644,False,False,28.333348224102945
SVM linear,ecfp4,1,ood_correct_random_wrong,c1ccc(C23CCCCN2CCc2c3[nH]c3ccccc23)cc1,False,-12.455507555525498,0.8342568388581304,True,False,13.289764394383628
SVM linear,ecfp4,1,ood_wrong_random_correct,CSc1cc2c3c(c1)-c1c(ccc(O)c1O)C[C@H]3N(C)CC2,True,-17.934591900097505,0.6082073611162087,False,True,18.542799261213712
SVM linear,ecfp4,2,both_correct,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCC(c3ccc(F)c4occc34)CC2)CC1,True,0.746597887381753,3.597819575086296,True,True,2.851221687704543
SVM linear,ecfp4,2,both_wrong,CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOc2ccc3c(c2)NC(=O)CC3)C1,True,-0.2534944101406575,-2.12436960867636,False,False,1.8708751985357026
SVM linear,ecfp4,2,ood_correct_random_wrong,Cc1cc2c(c(N3CCN(CC[C@H]4CC[C@H](NC(=O)CC5CCOCC5)CC4)CC3)n1)CCO2,False,-0.0690282945986967,2.2187541583967887,True,False,2.2877824529954855
SVM linear,ecfp4,2,ood_wrong_random_correct,CCc1cccc(N2CCN(C/C=C/CNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,True,-0.3692102734770639,1.810335027007463,False,True,2.179545300484527
SVM linear,ecfp4,3,both_correct,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCc3n[nH]c4cc(F)ccc34)CC[C@@H]12,True,1.0148867141715645,2.828284508138503,True,True,1.8133977939669383
SVM linear,ecfp4,3,both_wrong,Fc1ccc2c(C3CCN(CCCOc4cccc(-c5nc6ccccc6o5)c4)CC3)noc2c1,False,1.0380268252569864,2.3534880092247903,False,False,1.3154611839678039
SVM linear,ecfp4,3,ood_correct_random_wrong,O=C1CC(CN2CC=C(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21,True,0.7273863493086644,-3.4170043381989137,True,False,4.144390687507578
SVM linear,ecfp4,3,ood_wrong_random_correct,Cc1ccc(N2CCN([C@@H](C)[C@H]3C[C@]3(C)c3ccccc3)CC2)c(C)c1,False,0.6445849673139677,-3.5672645825458704,False,True,4.2118495498598385
SVM linear,maccs,1,both_correct,CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2c(OS(=O)(=O)C(F)(F)F)cccc2OS(=O)(=O)C(F)(F)F)c1-3,False,-0.3372152871693661,-4.536444147761937,True,True,4.199228860592571
SVM linear,maccs,1,both_wrong,CN1CCc2cccc3c2[C@H]1Cc1cccc(OS(=O)(=O)C(F)(F)F)c1-3,True,-0.507628832585775,-4.566720021173193,False,False,4.059091188587418
SVM linear,maccs,1,ood_correct_random_wrong,CCCN(CCCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1)C1CCc2nc(N)sc2C1,True,0.5241085302030424,-2.3391282958924755,True,False,2.863236826095518
SVM linear,maccs,1,ood_wrong_random_correct,CN1CCc2cccc3c2C1Cc1ccc2nc(N)sc2c1-3,False,0.3869891020788909,-2.7556512244835965,False,True,3.1426403265624874
SVM linear,maccs,2,both_correct,C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,True,4.4381961668424985,5.323374676993415,True,True,0.8851785101509169
SVM linear,maccs,2,both_wrong,O=S(=O)(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)N1CCOCC1,True,-3.97707730680354,-4.580087639744699,False,False,0.6030103329411589
SVM linear,maccs,2,ood_correct_random_wrong,CCCN(CCCCNC(=O)/N=N/c1ccc(F)cc1)C1Cc2ccccc2C1,True,0.2744878206166383,-0.0409853630002832,True,False,0.3154731836169215
SVM linear,maccs,2,ood_wrong_random_correct,O=C(NCCC(CF)N1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,False,0.0203974873547387,-0.1733795519330048,False,True,0.1937770392877435
SVM linear,maccs,3,both_correct,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1,False,-3.0096445590209946,-3.662237718671172,True,True,0.6525931596501775
SVM linear,maccs,3,both_wrong,CN(CCN1CCN(C2COOC2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,False,1.5711886993550657,0.9878151749498798,False,False,0.5833735244051859
SVM linear,maccs,3,ood_correct_random_wrong,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cnn(-c4ccccc4)c3C(F)(F)F)c3ccccc32)CC1,False,-0.2498362267096858,0.1923412744397481,True,False,0.4421775011494339
SVM linear,maccs,3,ood_wrong_random_correct,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1ccccc1N2,True,-0.2003539492448958,0.1483710966667573,False,True,0.3487250459116531
