model,fingerprint,fold,category,smiles,true_label,pred_ood,pred_random,correct_ood,correct_random,pred_diff_abs
Logistic Regression,maccs,1,both_wrong,CC(C)c1cc(NC(=O)Cn2nc(-c3ccccc3)ccc2=O)[nH]n1,True,0.1679078749497758,0.4961484099851793,False,False,0.3282405350354035
Logistic Regression,maccs,1,ood_correct_random_wrong,COc1ccc(-c2c(C)n[nH]c2C)cn1,False,0.1217364013115211,0.5463249042809748,True,False,0.4245885029694537
Logistic Regression,maccs,1,ood_wrong_random_correct,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,True,0.1450457110048756,0.5476619946786307,False,True,0.4026162836737551
Logistic Regression,maccs,2,both_correct,CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,False,0.0135919120479432,0.4609675649505051,True,True,0.4473756529025619
Logistic Regression,maccs,2,both_wrong,Cc1ccc(C(=O)COC(=O)c2cc(O)nc3ccccc23)cc1,True,0.0202633153158914,0.4102339060191842,False,False,0.38997059070329276
Logistic Regression,maccs,2,ood_correct_random_wrong,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,False,0.1695098512866165,0.910921669998993,True,False,0.7414118187123766
Logistic Regression,maccs,2,ood_wrong_random_correct,CCCc1n[nH]c2c1C(C1CC=CCC1)C(C#N)=C(N)O2,True,0.0189982062380198,0.6784110741786902,False,True,0.6594128679406703
Logistic Regression,maccs,3,both_correct,N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,True,0.5217206092351481,0.8713175738523109,True,True,0.34959696461716283
Logistic Regression,maccs,3,both_wrong,COc1ccc(S(=O)(=O)CCC(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)cc1,False,0.5305065650879327,0.9057741994896316,False,False,0.37526763440169886
Logistic Regression,maccs,3,ood_correct_random_wrong,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,False,0.2836205192469219,0.7681440348986786,True,False,0.48452351565175666
Logistic Regression,maccs,3,ood_wrong_random_correct,CN(C)S(=O)(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,True,0.2521204120971154,0.7520657291819716,False,True,0.4999453170848562
Logistic Regression,rdkit_desc,1,both_correct,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,False,0.1878481489402221,0.4043970001906737,True,True,0.21654885125045162
Logistic Regression,rdkit_desc,1,both_wrong,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,True,0.1971271749443942,0.4665916353741092,False,False,0.269464460429715
Logistic Regression,rdkit_desc,1,ood_correct_random_wrong,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,False,0.497341528752048,0.8333429511684937,True,False,0.33600142241644565
Logistic Regression,rdkit_desc,1,ood_wrong_random_correct,N#Cc1c(O)c(Cl)c(Cl)c(C#N)c1Cl,False,0.5168485946848119,0.2940738385165855,False,True,0.22277475616822645
Logistic Regression,rdkit_desc,2,both_correct,COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,False,0.4642117593311297,0.0264487915721749,True,True,0.4377629677589548
Logistic Regression,rdkit_desc,2,both_wrong,O=C1N[C@@H]2CCN(C(=O)c3ccc(-c4ccccc4)cc3)[C@@H]2C(=O)N1c1ccc(F)cc1,False,0.9208189586406488,0.5382798385923827,False,False,0.38253912004826607
Logistic Regression,rdkit_desc,2,ood_correct_random_wrong,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,True,0.8675942906846051,0.2526924133843503,True,False,0.6149018773002548
Logistic Regression,rdkit_desc,2,ood_wrong_random_correct,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,False,0.9304220727724524,0.1941197373414061,False,True,0.7363023354310463
Logistic Regression,rdkit_desc,3,both_correct,O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,False,0.0025046008098009,0.4526922924873479,True,True,0.45018769167754696
Logistic Regression,rdkit_desc,3,both_wrong,CCOc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1cccc(C(F)F)n1,True,0.0066080875281022,0.4672057437377975,False,False,0.4605976562096953
Logistic Regression,rdkit_desc,3,ood_correct_random_wrong,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],False,7.10462040363257e-08,0.8143485442383724,True,False,0.8143484731921684
Logistic Regression,rdkit_desc,3,ood_wrong_random_correct,CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,True,0.0078431737143219,0.7719413002443903,False,True,0.7640981265300685
SVM linear,ecfp4,1,both_correct,CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,False,-1.1176917321839184,-3.424087024323562,True,True,2.3063952921396433
SVM linear,ecfp4,1,both_wrong,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,True,-0.4740906216201168,-3.127077759797836,False,False,2.6529871381777195
SVM linear,ecfp4,1,ood_correct_random_wrong,Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,True,0.0988518270450317,-2.028621458283619,True,False,2.1274732853286507
SVM linear,ecfp4,1,ood_wrong_random_correct,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,False,0.255058791095892,-2.201617288929875,False,True,2.4566760800257668
SVM linear,ecfp4,2,both_correct,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,False,-1.1545276143516383,-1.7033825297024323,True,True,0.548854915350794
SVM linear,ecfp4,2,both_wrong,COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,True,-0.9012871935057876,-1.3957924448785013,False,False,0.49450525137271373
SVM linear,ecfp4,2,ood_correct_random_wrong,COc1cccc(-c2nnn(Cc3cc(F)cc4cccnc34)n2)c1,True,0.0915247181214238,-0.1927003464618072,True,False,0.284225064583231
SVM linear,ecfp4,2,ood_wrong_random_correct,COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,False,0.1179480819848893,-0.3382952280497519,False,True,0.4562433100346412
SVM linear,ecfp4,3,both_correct,Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,False,-0.0198243153940542,-0.0205836720298702,True,True,0.0007593566358159998
SVM linear,ecfp4,3,both_wrong,COc1ccc(NC(=O)C(C)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,False,0.4677114104761077,0.4669477859345059,False,False,0.0007636245416017817
SVM linear,maccs,1,both_correct,CCc1oc2c(-n3cnnc3)cccc2c1C,False,-1.0670887345621671,-0.0083422324784195,True,True,1.0587465020837477
SVM linear,maccs,1,both_wrong,Cc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)s1,True,-1.0550141799689206,-0.0423780632108743,False,False,1.0126361167580462
SVM linear,maccs,1,ood_correct_random_wrong,O=C(NC1=NS(=O)(=O)c2ccccc21)c1cc(-c2ccc(F)cc2)no1,False,-0.6858500935150685,2.4748129271454298,True,False,3.160663020660498
SVM linear,maccs,1,ood_wrong_random_correct,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,True,-0.8577084776341519,1.619480275839682,False,True,2.477188753473834
SVM linear,maccs,2,both_correct,CC(=O)N1c2ccccc2C[C@H]1C(=O)O,False,-4.171401364621424,-0.8978181189708188,True,True,3.273583245650605
SVM linear,maccs,2,both_wrong,CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)CO)C2,True,-3.9939964449116623,-1.248191276565282,False,False,2.74580516834638
SVM linear,maccs,2,ood_correct_random_wrong,Cc1noc(C)c1CC(=O)N1CCc2[nH]c3ccc(Br)cc3c2C1,True,1.1553451516643705,-0.9356873386337484,True,False,2.0910324902981188
SVM linear,maccs,2,ood_wrong_random_correct,N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,False,1.7255210351751131,-0.4857087374295359,False,True,2.211229772604649
SVM linear,maccs,3,both_correct,COCC(=O)N1CCN2C(=O)NC[C@H]2C1,False,-2.7247487855442403,-4.549392883135068,True,True,1.824644097590828
SVM linear,maccs,3,both_wrong,Cc1ccc(C)c(CN2C(=O)C(=O)N(CC(C)C)C2=O)c1,True,-2.50185954962219,-4.103707756978002,False,False,1.601848207355812
SVM linear,maccs,3,ood_correct_random_wrong,CCc1nnc(Oc2cccnc2)c(C#N)c1CC,False,-0.4200111526762045,0.2915850461442271,True,False,0.7115961988204316
SVM linear,maccs,3,ood_wrong_random_correct,CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,True,-0.1537566181707761,0.5890827795094373,False,True,0.7428393976802135
