model,model_short,fingerprint,protocol,fold,n_features,n_nonzero,mean_importance,max_importance,cumulative_top_10,cumulative_top_20,cumulative_top_50,min_depth_mean,min_depth_std,min_depth_min,min_depth_max
SVM linear,svm,ecfp4,OOD holdout,3,1024,1023,0.0009765624999999545,0.0070537465596187,0.0527415164092565,0.09644537076032299,0.2010729386666106,,,,
SVM linear,svm,ecfp4,Random shuffle,1,1024,1023,0.000976562499999953,0.0042425539598334,0.03862392176624361,0.07160759593826468,0.15359680174341536,,,,
SVM linear,svm,ecfp4,Random shuffle,2,1024,1023,0.000976562499999954,0.0077686237093904,0.053643240293219006,0.09240633072380999,0.1851457951732956,,,,
SVM linear,svm,ecfp4,Random shuffle,3,1024,1023,0.0009765624999999536,0.007054956624808,0.0527415176779375,0.09644151649032,0.20107187018517547,,,,
SVM linear,svm,maccs,OOD holdout,1,167,143,0.005988023952095769,0.0345957402076687,0.2185975104430673,0.36790416331415826,0.6662124602103587,,,,
SVM linear,svm,maccs,OOD holdout,2,167,147,0.005988023952095766,0.027709909334771,0.21496274043121863,0.3640952739923935,0.6628992265729352,,,,
SVM linear,svm,maccs,OOD holdout,3,167,144,0.005988023952095764,0.0360317352441672,0.2211156942581589,0.3586997005703078,0.6642262638195809,,,,
SVM linear,svm,maccs,Random shuffle,1,167,147,0.005988023952095768,0.0440730011719266,0.25800755501408923,0.42251749673023353,0.7358970956869895,,,,
SVM linear,svm,maccs,Random shuffle,2,167,147,0.005988023952095766,0.0399435693889172,0.25329674621894704,0.4201730039929601,0.7341190240515421,,,,
SVM linear,svm,maccs,Random shuffle,3,167,143,0.005988023952095767,0.0290337539110041,0.19909010170021013,0.34013369774502666,0.64325606629111,,,,
