feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
61,maccs_bit_61,0.0010753762774196956,7.0,True,0.0010753762774196958,95
129,maccs_bit_129,0.00102354717544882,6.0,True,0.0010235471754488203,96
60,maccs_bit_60,0.0009090564129304655,7.0,True,0.0009090564129304656,97
131,maccs_bit_131,0.000852847520416774,8.0,True,0.0008528475204167741,98
148,maccs_bit_148,0.0007876338721237215,4.0,True,0.0007876338721237216,99
81,maccs_bit_81,0.0007232797825118473,10.0,True,0.0007232797825118474,100
74,maccs_bit_74,0.0004787984854225797,9.0,True,0.00047879848542257974,101
119,maccs_bit_119,0.00014346109213197135,7.0,True,0.00014346109213197138,102
0,maccs_bit_0,0.0,,False,0.0,103
1,maccs_bit_1,0.0,,False,0.0,104
2,maccs_bit_2,0.0,,False,0.0,105
3,maccs_bit_3,0.0,,False,0.0,106
4,maccs_bit_4,0.0,,False,0.0,107
5,maccs_bit_5,0.0,,False,0.0,108
6,maccs_bit_6,0.0,,False,0.0,109
7,maccs_bit_7,0.0,,False,0.0,110
8,maccs_bit_8,0.0,,False,0.0,111
9,maccs_bit_9,0.0,,False,0.0,112
10,maccs_bit_10,0.0,,False,0.0,113
12,maccs_bit_12,0.0,,False,0.0,114
13,maccs_bit_13,0.0,,False,0.0,115
14,maccs_bit_14,0.0,,False,0.0,116
15,maccs_bit_15,0.0,,False,0.0,117
16,maccs_bit_16,0.0,,False,0.0,118
18,maccs_bit_18,0.0,,False,0.0,119
20,maccs_bit_20,0.0,,False,0.0,120
21,maccs_bit_21,0.0,,False,0.0,121
23,maccs_bit_23,0.0,,False,0.0,122
25,maccs_bit_25,0.0,,False,0.0,123
26,maccs_bit_26,0.0,,False,0.0,124
27,maccs_bit_27,0.0,,False,0.0,125
28,maccs_bit_28,0.0,,False,0.0,126
29,maccs_bit_29,0.0,,False,0.0,127
30,maccs_bit_30,0.0,,False,0.0,128
31,maccs_bit_31,0.0,,False,0.0,129
32,maccs_bit_32,0.0,,False,0.0,130
33,maccs_bit_33,0.0,,False,0.0,131
34,maccs_bit_34,0.0,,False,0.0,132
35,maccs_bit_35,0.0,,False,0.0,133
37,maccs_bit_37,0.0,,False,0.0,134
39,maccs_bit_39,0.0,,False,0.0,135
43,maccs_bit_43,0.0,,False,0.0,136
44,maccs_bit_44,0.0,,False,0.0,137
45,maccs_bit_45,0.0,,False,0.0,138
46,maccs_bit_46,0.0,,False,0.0,139
48,maccs_bit_48,0.0,,False,0.0,140
51,maccs_bit_51,0.0,,False,0.0,141
55,maccs_bit_55,0.0,,False,0.0,142
56,maccs_bit_56,0.0,,False,0.0,143
63,maccs_bit_63,0.0,,False,0.0,144
67,maccs_bit_67,0.0,,False,0.0,145
68,maccs_bit_68,0.0,,False,0.0,146
69,maccs_bit_69,0.0,,False,0.0,147
70,maccs_bit_70,0.0,,False,0.0,148
89,maccs_bit_89,0.0,,False,0.0,149
96,maccs_bit_96,0.0,,False,0.0,150
99,maccs_bit_99,0.0,,False,0.0,151
100,maccs_bit_100,0.0,,False,0.0,152
111,maccs_bit_111,0.0,,False,0.0,153
117,maccs_bit_117,0.0,,False,0.0,154
118,maccs_bit_118,0.0,,False,0.0,155
120,maccs_bit_120,0.0,,False,0.0,156
136,maccs_bit_136,0.0,,False,0.0,157
137,maccs_bit_137,0.0,,False,0.0,158
153,maccs_bit_153,0.0,,False,0.0,159
156,maccs_bit_156,0.0,,False,0.0,160
157,maccs_bit_157,0.0,,False,0.0,161
158,maccs_bit_158,0.0,,False,0.0,162
161,maccs_bit_161,0.0,,False,0.0,163
162,maccs_bit_162,0.0,,False,0.0,164
163,maccs_bit_163,0.0,,False,0.0,165
165,maccs_bit_165,0.0,,False,0.0,166
166,maccs_bit_166,0.0,,False,0.0,167
